spam,internet,order,mail,report,free,business,email,you,money,george,meeting,re,conference,ch$,crl.long
0,0,0,0.54,0,0,0,0,1.62,0,1.08,0,0.54,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,16
0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.23,0,1.39,0,0.23,0,0,0,0,1.86,0,0,0,121
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,11
0,0,0,0,0,0,0,0,1.16,0,1.16,0,1.16,0,0,2
0,0,0,0.08,0,0,0.08,0,0.08,0,0,0,0,0,0,60
0,0.09,0.87,0,0,0,0,0,0.38,0,0.09,0,0,0,0.026,48
0,0.55,0,0.09,0,0,0.55,0,0.09,0.09,0,0,0,0,0.1,22
0,0,0.52,0,0,0,0,0.05,0.31,0,0.05,0,0.1,0,0.015,38
0,0.24,0,0.49,1.49,0,0,0,0.99,0,0.24,0,0,0,0.163,235
0,0,0.29,0,1.79,0,0.29,0,0,0,0,2.69,0,0,0,121
0,0,0,0.46,0,0,0,0.46,1.38,0,0.92,1.38,0.46,0.92,0,34
0,0,0,0.22,0.22,0,0,0,1.12,0,0,0,0,0,0.072,38
0,0,0,1.32,0.16,0.99,0,0,2.8,0,0.16,0,0.33,0,0.076,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1.06,0,0.17,0.71,0.53,0.35,0,34
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2
0,0.79,0,0,0,0,0,0,0.39,0,0,0,0,0,0,8
0,0,0,0,0,0.07,0.81,0,1.54,0,0,0.07,0.07,0,0.01,51
0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1.21,0,0,0.91,0.3,0.3,0,22
0,0,0,0.81,0,0,0,0,0.81,0,0,0,0,0,0,7
0,0,0,0.15,0,0,0,0,1.99,0,0,0,0,0,0,28
0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,1.29,0,1.29,0,1.29,0,0,8
0,0,0,1.01,0,0,0,0,0,0,1.01,0,0,0,0,28
0,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,1.04,0,3.12,1.04,0,0,0,1
0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,28
0,0.65,0,0,0.32,0,0,0.32,0,0,0,0,0,0,0,87
0,0,0,0,0,0,0,0.84,0,0,0,0,0.84,0.84,0,34
0,0,0,0,0,0,0,1.66,0,0,0,0,0,1.66,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0.78,0.78,0,0.78,0,0,1.56,0,0,0,0,0,0.136,11
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1
0,0,0,0,0,0,0,0,1.42,0,0,0,0.94,0,0,17
0,0,0,0,0,0,0,0,1.85,0,1.85,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,20
0,0,0,0,0,0,0.82,0,0.82,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,1.44,1.44,0,0,28
0,0.26,0,0,0,0.08,0,0,0,0,0,0.08,0,0,0.023,57
0,0,0,0,0,0,0,0,3.84,0,0,3.84,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0.82,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,12
0,0,0.31,0,0,0,0,0.31,0.63,0,0.95,0,0.63,0,0,46
0,0.43,0,0,0,0,0.93,0,0,0,0,0,0,0.14,0.028,24
0,0,0,0.72,0,0,0,0,4.37,0,0,0,0,0,0,9
0,0,0.32,0,0,0,0,0.32,0.98,0,0.32,0,0,0,0,118
0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,16
0,0.2,0,0,0,0,0.05,0.05,0.05,0,0,0,0.05,0.35,0,87
0,0,0.6,0,0,0,0,0,0.6,0,1.21,0,0.6,0,0,52
0,0,0,0,0,0,0,0.74,1.49,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0.91,1.83,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,12
0,0,0.22,0,1.35,0,0.22,0,0,0,0,2.02,0.22,0,0,121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0.29,0.08,0.04,0,0,0.08,0,0.88,0,0,0,0,0.04,0.051,27
0,0,0.24,0,1.49,0,0.24,0,0,0,0,2.23,0,0,0,121
0,0,0,0,1.03,0,0.51,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,1,0,0,0,0,6.5,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,26
0,0,0,0,0,0,0,0,0.29,0,0,0.58,0.29,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0.01,0.13,0.07,0.11,0.53,0.07,0.07,0,0,0.03,0.01,0.15,0,58
0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,1
0,0,0,0,0,0,0,0,3.14,0,0,0.78,0,0,0,13
0,0,0,0.29,0,0,0.14,0,0,0,0,0,0,0.44,0,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,1.72,0,0,3.44,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0.99,0,0,2.97,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,1.63,0,1.63,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,1.45,0,1.45,0,0.72,0,0,12
0,0,0,0,0,0,0,0,1.17,0,1.17,0,0.58,0,0,12
0,0,0,0,0,0,0,0,3.67,0,0.73,0,0,0,0,12
0,0,0,1.41,0,0,0,0,1.41,0,0,0,0.7,0,0,6
0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,2.09,0,1.04,0,1.04,0,0,34
0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,17
0,0,0,1.29,0,0,0,0,2.59,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,2.01,0,1,0,0.5,0,0,12
0,0,0,0.37,0,0,0,0,2.63,0,0.37,0,0,0,0,5
0,0,0,0,0.28,0,0,0,1.15,0,0.57,0.28,0.57,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1.98,0,0.99,0,0,13
0,0,0.27,0,1.36,0,0.27,0,0.81,0,0,1.09,0,0,0,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0.48,0.96,0,0.96,0,0.48,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,75
0,0,0,0.21,0,0,0,0,1.08,0,0,0,0,0,0,75
0,0,0,0,0,0.93,0,0,2.8,0,0,0,0,0.93,0,5
0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0.124,18
0,0.11,0,0,0.23,0,0.11,0,0,0,0,0,0,0,0.078,28
0,0,0,0,0,0,0,0,6.75,0,0,0,1.35,0,0,6
0,0,0,0.39,0,0,0,0,2.39,0,1.19,0,0.39,0,0,57
0,0.15,0.15,0,0,0,0,0.46,1.69,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,1.08,0,2.17,0,0,0,0,13
0,0,0,0,0,0,0,1.23,1.23,0,3.7,0,1.23,0,0,10
0,0,0,0,0,0,0,0,1.2,0,0,2.4,0,0,0,22
0,0,0,0,0,0,0,0,2.35,0,1.17,0,0,0,0,15
0,0,0,0,0,0,0,0,4.16,0,4.16,0,0,0,0,4
0,0,0,0,0,1.85,0,0,0,0,0,1.85,0,0,0,7
0,0,0,0,0,0,0,0.65,0,0,0,0,0,0.97,0,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0.13,0,0.13,0,0,1.24,0,0,0,0,0,0,0.13,0,23
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.058,9
0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,17
0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0.42,0,0,0.85,0,0,0,5
0,0,0,0,0,0,0,0,1.88,0,0,1.88,0,0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0.31,0,0,0,0,0,0.31,0,0,0,0,0,0,0,34
0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,1
0,0,0,0,0,1.38,0,0,1.38,0,1.38,0,0,0,0,11
0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,3
0,0.39,0,0,0.09,0,0.49,0,0.29,0,0,0,0,0,0.026,18
0,0.22,0,0.22,0,0,0,0,1.57,0,1.12,0.22,0.67,0,0.033,12
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.09,0,0,0.09,0.39,0,1.77,0,0,0,0,0.19,0,25
0,0,0,0,0,0,0,0.65,0,0,0,0.32,0,0,0,6
0,0,0,0,0,0,0,0.45,2.28,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,1.52,0,0,0.76,0.76,0,0,5
0,0,0,2.43,0,0,0,1.55,2.88,0,0.22,0,0,0,0.146,22
0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,4
0,0.18,0,0.18,0,0,0,0,0.92,0,0.55,0.37,0.74,0,0.029,24
0,0.4,0,0,0,0,0,0,1.15,0,0,0,0,0,0.03,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,7
0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,6
0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,9
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,4
0,0,0.55,0,0,0,0,0.55,1.65,0,0,0,0,0,0.052,97
0,0,0,0.29,0,0,0,0,0.58,0,0.87,0.87,0.58,0,0,37
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29
0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,4
0,0,0,0,0,0.33,0,0.33,0.33,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.49,0,0.24,0,0.24,0,0.117,13
0,0,0,0,0,0,0,0,0,0,0.73,0,0.73,0,0,13
0,0,0,0,0,0,0,0.15,0.62,0,0.93,0,0.31,0,0,12
0,0,0,0,0,0,0,0,3.03,0,3.03,6.06,0,0,0,12
0,0,1.11,0,0,0,0,0,0.49,0,0.12,0,0,0,0.034,32
0,0,0,0.69,0,0,0,0,0,0,0.69,0,0,0,0,28
0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,4
0,0,0,1.27,0,0,0,0,0.31,0,1.91,0,0.95,0,0.048,13
0,0.16,0.16,0,0,0,0,0,0.48,0,0.16,0.48,0,0,0,50
0,0.07,0,0.14,0.03,0,0.03,0.18,0.11,0,0,0,0,0.18,0,40
0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,3
0,0.08,0.02,0.12,0,0,0.08,0.23,0.17,0,0,0.04,0.06,0.02,0,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4
0,0,0,0,0,0,0,0,3.09,0,0,0,1.03,0,0,7
0,0,0,0.18,0.09,0,0.37,0,0.56,0,0,0.28,0,0,0,25
0,0,0,0,0,0,0,2.46,1.23,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,6
0,0,0,0,0,0,0,0,1.48,0,0,0,0,2.22,0,31
0,0,0.48,0,0,0.48,0.48,0,1.44,0,0,0,0.48,0,0.381,9
0,0,0.48,0,0,0.48,0.48,0,1.44,0,0,0,0.48,0,0.381,9
0,0,0,1.78,0,1.78,0,1.78,5.35,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,1
0,0,0,0.63,0,0,0,0.63,0.95,0,0.47,0,0.15,0,0,100
0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,6
0,0.12,0,0.37,0,0,0.12,0,0.37,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,0.61,0,1.22,0,0.61,0,0,51
0,0,0,0,0,0,0,0,2.59,0,1.29,0,1.29,0,0,1
0,0,0,0,0,0,0,0.99,0.33,0,0,0,0,0,0,100
0,0,0.26,0,0,0,0,0,0.26,0,0,0,0,0,0,12
0,0,0,0,0,0,1.48,0,1.48,0,0,0,0,0,0.105,12
0,0.09,0,0.19,0,0,0,0.24,0.09,0,0,0,0,0,0,185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,1.49,0,0,0,0.18,0,0,5
0,0,0,0,0,0,0,0,0.57,0,0,0.57,0,0,0,10
0,0,0,0,0,0,0,0.12,1.51,0,0,0,0.37,0,0,4
0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.6,0,18
0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,4
0,0,0,0,0,0,0,0,2.3,0,0,0,0.25,0,0,5
0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0.087,24
0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0.095,11
0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,11
0,0,0,0,0,0,0,0,1.48,0,0,0,0,2.22,0,23
0,0,1.12,0,0,0,0,0,0.49,0,0.12,0,0,0,0.034,41
0,0,0.82,0,0,0.08,0,0,0.32,0,0.08,0,0.08,0,0.033,32
0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,5
0,0,0.56,0,0,0.06,0,0.06,0.25,0,0.06,0,0,0,0.017,47
0,0.99,0,2.48,0,0,0,0,0,0,0.49,0,0,0,0,42
0,0.99,0,2.48,0,0,0,0,0,0,0.49,0,0,0,0,42
0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,3
0,0,0,0,0,0,0,0,1.24,0,0,0,0.31,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,3
0,0,0,0.69,0,1.38,0,0,1.38,0,0,0,0,0,0,37
0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,5
0,0,0,0,0.08,0,0.78,0,0,0,0.08,0,0,0,0.022,24
0,0,0,0,0,0,0,0,3.7,0,0,0,0,3.7,0,8
0,0,0,0,0,0,0,0,1.75,0,1.75,0,0.87,0,0,11
0,0.03,0.03,0.11,0.05,0.03,0.05,0.03,0.13,0,0,0.01,0,0.23,0.005,107
0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,1
0,0,0,0,0,0,0,0,1.13,0,0,0,1.13,0,0,5
0,0,0,0,0,0,0,0,0.73,0,1.47,2.94,0,0.73,0,4
0,0,1.61,0,0,0,0,0,4.83,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,5.26,0,0,1.31,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,7
0,0,0,0,0,0,0,0,1.32,0,0.88,2.64,0.88,0,0,13
0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1.42,0,0.94,0,4
0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,5
0,0,0,0,0,0,0,0,1.8,0,0,2.7,0,0,0,8
0,0,0,0,0,0,0,0,4.16,0,1.38,0,1.38,0,0,12
0,0,0,0.48,0,0,0.48,0,1.93,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0.44,0,0,0,0.66,0,0,11
0,0,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,9
0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,8
0,0,0,0,0,0,0,0,4.16,0,0,4.16,0,0,0,4
0,0,0,0,0,0,0,0,1.43,0,0,2.15,0,0,0,5
0,0,0,0,0,0,0,0,1.55,0.77,0.77,0,1.55,0,0,10
0,0,0,0,0,0,0,0,0,0,0,6.15,0,0,0,4
0,0.29,3.23,0.88,0,0,0,0.88,1.76,0,0.29,0,0,0,0.265,16
0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,6
0,0,0,0,0,0,0,0.26,0,0,0,1.06,0,0,0.036,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0.48,0,0.97,0,0,16
0,0.08,0.08,0,0,0,0,0,0,0,0,0.08,0,0.17,0.011,25
0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,10
0,0,0,0,0,0,0,0,2.56,0,0,0,2.56,0,0,15
0,0,0,0,0,0,0,0,2.02,0,0,0,2.02,0,0,15
0,0,0,0,0,0,0,0,4.25,0,1.06,0,0,0,0,4
0,0,0,1.63,0,0,0,0,2.18,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,2.19,0,2.19,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,18
0,0.56,0,0,0,0,0,0,1.12,0,0,0,1.12,0,0,34
0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,3.77,0,0,0,1.88,0,0,15
0,0,0,0,0,0,0,0,3.24,0,0,0,1.29,0,0,17
0,0,0,0,0,0,0,0,0.39,0,1.18,1.96,0.78,0,0,16
0,0,0,0.1,0,0.21,0.1,0,1.62,0.05,0.05,0,0.05,0.1,0.046,32
0,0,0,0.12,0,0.19,0.12,0,1.74,0.06,0.06,0,0.06,0.12,0.055,25
0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,15
0,0,0,0.17,0,0,0,0,0.85,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,0.45,0,0,0,0,0.45,0,1.35,0.45,0.45,0,0,12
0,0,0,0,0,0.36,0,0,1.28,0,0,0,0.18,0,0,51
0,0,0,0,0,0,0,0,1.03,0,0,3.09,0,0,0,11
0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.72,0,6
0,0,0,0,0,0,0,0,0.82,0,1.65,0,0.82,0,0,34
0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,1.78,0,0,1.78,0,0,0,12
0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,28
0,0,2.29,0,0,0,0,0,0,0,1.52,0,0.76,0,0,52
0,0,0,0,0,0,0,0,6.45,0,0,0,3.22,0,0,4
0,0,0,0,0,0,0,0,2.91,0,0.97,0,0,0,0,11
0,0,0,0,0,0,0,0,0.46,0,0.92,0,0.46,0,0,13
0,0,0,0,0,0,0,0,1.63,0,0,0.54,0,0,0,1
0,0,0,0,0.14,0,0.63,0,0.14,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,1.49,0,1.49,0,0,0,0,1
0,0,0,0,0,0,0,0,0.26,0,1.88,0,0.8,0,0,12
0,0,0,0.93,0,0,0,0,0,0,0.93,0,0,0,0,33
0,0,0,0,0,0,0,0,0.58,0,1.76,0,0.58,0,0,12
0,0,0,0,0,0,0,0,2.83,0,0,0,0.31,0,0,45
0,0,1.08,0,0,0,0,0,0.48,0,0.12,0,0,0,0.033,78
0,0.05,0.49,0,0,0,0.38,0,0.21,0,0.05,0,0,0,0.014,107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,1.12,0,1.87,0,0.75,0,0,13
0,0,0,0.73,0,0,0,0,0,0,1.47,0.73,0.73,0,0,12
0,0,0,0,0,0,0,0,1.37,0,1.37,0,0,0,0,2
0,0,0,1.12,0,0,0,0,1.12,0,1.12,0,2.24,0,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.57,0,0.57,0,0,2.87,0,0,0,1.14,0,0,31
0,0,0,0.24,0,0,0,0,1.23,0,0,0,0,0,0,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,1.47,0,0,0,0.49,0,0,18
0,0,0,0,0,0,0.68,0,0.68,0,0,0,0,0.68,0,5
0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,2.66,0,0,0,0.66,0,0,17
0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,5.2,0,1.04,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,1.28,0,1.28,0,0,0,1.28,0,1.28,0,0,0,0,11
0,0,0,0,0,0,0,0.84,0,0,1.69,0,0.84,0,0,11
0,0,0,0,0,0,0,0,0,0,1.51,0,1.51,0,0,5
0,0,0,0,0,0,0,0,4.39,0,0.48,0.97,0,0,0,3
0,0.38,1.28,0,0,0,0,0,0.51,0,0.12,0,0,0,0.036,32
0,0,0.76,0,0,0,0,0,0.33,0,0.08,0.08,0,0,0.022,55
0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0.86,0,0.49,0.12,0.24,0,0,13
0,0,0,0,0,0,0,0,1.5,0,2.25,0.75,0.75,0,0,12
0,0.21,0.31,0.1,0,0.1,0.21,0,0,0,0,0,0,0,0.057,23
0,0,0,0,0,0,0,0,0.61,0,3.06,0,1.84,0,0,13
0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
0,0,0,0,0,0,2.06,0,0.51,0,0,0,0.51,0,0,4
0,0,0,0,0,0,0,0,0.89,0,0,0,0,0.89,0,12
0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1.75,0,3.5,0,1.75,0,0,13
0,0,0,0,0,0,0,0,1.36,0,2.73,0,1.36,0,0,13
0,0,0,0,0,2.63,0,0.87,2.63,0,0,0,0,0,0.159,136
0,0,0,0,0,0,0.7,0,1.4,0,0.7,0,0,0,0,200
0,0,0,0,0,0,0,0,0.75,0,0.3,0,0.15,0,0,12
0,0,0,0.2,0,0.41,0.41,0,3.96,1.04,0,0.2,0.83,0,0.103,214
0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,28
0,0,0,0,0,0,0,0,3.92,0,5.88,0,1.96,0,0,6
0,0,0,0,0,0,0,0,4.87,0,7.31,0,2.43,0,0,5
0,0,0,0,0,0,0,0,4.44,0,8.88,0,2.22,0,0,5
0,0,0.28,0,0.28,0,0.14,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,2.94,0,5.88,0,2.94,0,0,5
0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,1
0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,2
0,0,0,0,0,0,0,0,5.55,0,5.55,0,0,0,0,1
0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,2
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,28
0,0,0,0,0,1.26,0,0,2.53,0,1.26,1.26,1.26,0,0,5
0,0,0,0.51,0,0,0,0,1.02,0,0,0,0,0,0,343
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,0,0.38,0,0.76,0,0.76,0,0.38,0,0.76,0,0,17
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29
